Bank,Category,Metric,Unit,Year,Value
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,0.756
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,0.794
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,0.815
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2025,0.064
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2024,0.077
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2023,0.041
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2022,0.043
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2021,0.037
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2020,0.022
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2019,0.044
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2018,0.041
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2017,0.047
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2016,0.052
Dutch-Bangla Bank PLC,ASSET QUALITY,NPL % (gross),%,2015,0.037
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2025,1.182
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2024,0.759
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2023,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2022,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2021,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2020,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2019,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2018,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2017,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2016,N/A
Dutch-Bangla Bank PLC,ASSET QUALITY,Provision Coverage %,%,2015,N/A
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,0.171
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,0.138
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,0.162
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,0.156
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,0.164
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,0.172
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,0.155
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,0.156
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,0.13
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,0.131
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,0.137
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,0.497
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,0.524
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,0.595
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,0.613
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,0.588
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,0.605
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,0.582
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,0.616
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,0.693
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,0.653
Dutch-Bangla Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,0.588
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2025,28832.2
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2024,33009.1
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2023,16895
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2022,15652
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2021,11819.6
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2020,6014.4
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2019,11274.5
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2018,9493.7
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2017,9741.1
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2016,9016.7
Dutch-Bangla Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2015,5634
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2025,0.0353
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2024,0.0486
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2023,0.0284
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2022,0.0282
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2021,0.023
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2020,0.0127
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2019,0.0289
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2018,0.0274
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2017,0.0312
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2016,0.0341
Dutch-Bangla Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2015,0.0231
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2025,1.038
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2024,-0.409
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2023,0.416
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2022,0.018
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2021,0.011
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2020,0.267
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2019,0.033
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2018,0.711
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2017,0.383
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2016,-0.412
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2015,0.369
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2025,0.164
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2024,0.071
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2023,0.157
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2022,0.126
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2021,0.146
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2020,0.175
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2019,0.189
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2018,0.185
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2017,0.102
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2016,0.055
Dutch-Bangla Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2015,0.154
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2025,761604
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2024,616050
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2023,506271
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2022,455989
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2021,388815
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2020,336936
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2019,335163
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2018,282451
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2017,253068
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2016,N/A
Eastern Bank Ltd,BALANCE SHEET,Total Assets,Tk mn,2015,189563
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2025,477040
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2024,410718
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2023,353357
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2022,308916
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2021,269394
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2020,228944
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2019,232051
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2018,209306
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2017,184027
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2016,N/A
Eastern Bank Ltd,BALANCE SHEET,Loans & Advances,Tk mn,2015,130226
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2025,556454
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2024,457692
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2023,366104
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2022,317097
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2021,268019
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2020,242358
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2019,240164
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2018,199629
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2017,167348
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2016,N/A
Eastern Bank Ltd,BALANCE SHEET,Total Deposits,Tk mn,2015,127990
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2025,50850
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2024,43064
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2023,37484
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2022,35045
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2021,31017
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2020,28976
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2019,25567
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2018,22966
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2017,21586
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2016,N/A
Eastern Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2015,20496
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2025,9833
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2024,10585
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2023,8148
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2022,6699
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2021,7761
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2020,5930
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2019,8159
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2018,7506
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2017,5745
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2016,N/A
Eastern Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2015,3545
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2025,21144
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2024,16042
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2023,12380
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2022,11090
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2021,9397
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2020,8204
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2019,6439
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2018,5633
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2017,6656
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2016,N/A
Eastern Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2015,6542
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2025,9010
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2024,7504
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2023,6109
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2022,5107
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2021,4654
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2020,4103
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2019,4008
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2018,3081
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2017,2405
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2016,N/A
Eastern Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2015,2221
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2025,5.65
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2024,5.53
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2023,5.06
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2022,4.76
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2021,4.88
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2020,5.05
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2019,4.94
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2018,4.17
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2017,3.26
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2016,N/A
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2015,3.63
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2025,1.31
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2024,1.34
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2023,1.27
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2022,1.21
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2021,1.28
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2020,1.22
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2019,1.3
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2018,1.15
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2017,1.04
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2016,N/A
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2015,1.23
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2025,19.13
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2024,18.63
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2023,16.85
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2022,15.46
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2021,15.51
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2020,15.04
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2019,16.52
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2018,13.83
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2017,11.41
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2016,N/A
Eastern Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2015,10.95
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,74.65
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,80.19
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,79.45
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,77.83
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,79.69
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,74.13
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,77.2
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,83.08
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,83.06
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,N/A
Eastern Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,87.87
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2025,2.24
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2024,3.34
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2023,3.1
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2022,2.78
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2021,3.7
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2020,2.72
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2019,3.35
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2018,2.35
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2017,2.5
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2016,N/A
Eastern Bank Ltd,ASSET QUALITY,NPL % (gross),%,2015,3.27
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2025,161.04
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2024,114.49
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2023,147.61
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2022,168.46
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2021,141.31
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2020,179.51
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2019,120.42
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2018,150.39
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2017,159.52
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2016,N/A
Eastern Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2015,116.85
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,14.88
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,14.65
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,15.07
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,14.61
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,13.87
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,15.03
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,14.74
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,12.16
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,14.09
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,N/A
Eastern Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,13.92
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,41.69
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,40.95
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,44.22
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,43.53
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,39.1
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,45.8
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,43.76
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,45.63
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,45.2
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,N/A
Eastern Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,48.33
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2025,10685.7
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2024,13718
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2023,10954.1
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2022,8587.9
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2021,9967.6
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2020,6227.3
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2019,7773.7
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2018,4918.7
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2017,4600.7
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2016,N/A
Eastern Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2015,4258.4
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2025,1.4
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2024,2.23
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2023,2.16
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2022,1.88
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2021,2.56
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2020,1.85
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2019,2.32
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2018,1.74
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2017,1.82
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2016,N/A
Eastern Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2015,2.25
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2025,20.1
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2024,22.8
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2023,19.6
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2022,9.7
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2021,13.4
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2020,2.4
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2019,30.1
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2018,28.1
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2017,N/A
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2016,N/A
Eastern Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2015,5.4
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2025,18.1
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2024,14.9
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2023,7
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2022,13
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2021,7
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2020,13.3
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2019,11.3
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2018,
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2017,
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2016,
Eastern Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2015,
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2025,505192
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2024,457204
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2023,366606
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2022,353644
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2021,306501
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2020,336936
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2019,335163
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2018,282451
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2017,253068
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2016,"165,370†"
